,x_time,y_amplitude
1085,0.85,0.751280405
1086,0.86,0.757842563
1087,0.87,0.764328937
1088,0.88,0.770738879
1089,0.89,0.777071748
1090,0.9,0.78332691
1091,0.91,0.78950374
1092,0.92,0.79560162
1093,0.93,0.801619941
1094,0.94,0.8075581
1095,0.95,0.813415505
1096,0.96,0.819191568
1097,0.97,0.824885713
1098,0.98,0.83049737
1099,0.99,0.836025979
1100,1,0.841470985
1101,1.01,0.846831845
1102,1.02,0.852108022
1103,1.03,0.857298989
1104,1.04,0.862404227
1105,1.05,0.867423226
1106,1.06,0.872355482
1107,1.07,0.877200504
1108,1.08,0.881957807
1109,1.09,0.886626914
1110,1.1,0.89120736
1111,1.11,0.895698686
1112,1.12,0.900100442
1113,1.13,0.904412189
1114,1.14,0.908633496
1115,1.15,0.91276394
1116,1.16,0.916803109
1117,1.17,0.920750598
1118,1.18,0.924606012
1119,1.19,0.928368967
1120,1.2,0.932039086
1121,1.21,0.935616002
1122,1.22,0.939099356
1123,1.23,0.942488802
1124,1.24,0.945783999
1125,1.25,0.948984619
1126,1.26,0.952090342
1127,1.27,0.955100856
1128,1.28,0.95801586
1129,1.29,0.960835064
1130,1.3,0.963558185
1131,1.31,0.966184952
1132,1.32,0.9687151
1133,1.33,0.971148378
1134,1.34,0.973484542
1135,1.35,0.975723358
1136,1.36,0.977864602
1137,1.37,0.979908061
1138,1.38,0.98185353
1139,1.39,0.983700815
1140,1.4,0.98544973
1141,1.41,0.987100101
1142,1.42,0.988651763
1143,1.43,0.99010456
1144,1.44,0.991458348
1145,1.45,0.992712991
1146,1.46,0.993868363
1147,1.47,0.99492435
1148,1.48,0.995880845
1149,1.49,0.996737752
1150,1.5,0.997494987
1151,1.51,0.998152472
1152,1.52,0.998710144
1153,1.53,0.999167945
1154,1.54,0.999525831
1155,1.55,0.999783764
1156,1.56,0.99994172
1157,1.57,0.999999683
1158,1.58,0.999957646
1159,1.59,0.999815615
1160,1.6,0.999573603
1161,1.61,0.999231634
1162,1.62,0.998789743
1163,1.63,0.998247974
1164,1.64,0.997606381
1165,1.65,0.996865028
1166,1.66,0.99602399
1167,1.67,0.99508335
1168,1.68,0.994043202
1169,1.69,0.992903651
1170,1.7,0.99166481
1171,1.71,0.990326804
1172,1.72,0.988889766
1173,1.73,0.98735384
1174,1.74,0.985719179
1175,1.75,0.983985947
1176,1.76,0.982154317
1177,1.77,0.980224473
1178,1.78,0.978196607
1179,1.79,0.976070922
1180,1.8,0.973847631
1181,1.81,0.971526956
1182,1.82,0.969109129
1183,1.83,0.966594392
1184,1.84,0.963982996
1185,1.85,0.961275203
1186,1.86,0.958471283
1187,1.87,0.955571517
1188,1.88,0.952576194
1189,1.89,0.949485615
1190,1.9,0.946300088
1191,1.91,0.943019931
1192,1.92,0.939645474
1193,1.93,0.936177052
1194,1.94,0.932615014
1195,1.95,0.928959715
1196,1.96,0.925211521
1197,1.97,0.921370806
1198,1.98,0.917437955
1199,1.99,0.913413361
1200,2,0.909297427
1201,2.01,0.905090563
1202,2.02,0.900793192
1203,2.03,0.896405741
1204,2.04,0.891928651
1205,2.05,0.887362369
1206,2.06,0.882707351
1207,2.07,0.877964063
1208,2.08,0.87313298
1209,2.09,0.868214583
1210,2.1,0.863209367
1211,2.11,0.85811783
1212,2.12,0.852940482
1213,2.13,0.84767784
1214,2.14,0.842330432
1215,2.15,0.836898791
1216,2.16,0.831383461
1217,2.17,0.825784993
1218,2.18,0.820103948
1219,2.19,0.814340892
1220,2.2,0.808496404
1221,2.21,0.802571066
1222,2.22,0.796565472
1223,2.23,0.790480222
1224,2.24,0.784315925
1225,2.25,0.778073197
1226,2.26,0.771752662
1227,2.27,0.765354953
1228,2.28,0.758880708
1229,2.29,0.752330576
1230,2.3,0.745705212
1231,2.31,0.739005278
1232,2.32,0.732231444
1233,2.33,0.725384387
1234,2.34,0.718464793
1235,2.35,0.711473353
1236,2.36,0.704410766
1237,2.37,0.697277738
1238,2.38,0.690074984
1239,2.39,0.682803222
1240,2.4,0.675463181
1241,2.41,0.668055593
1242,2.42,0.660581201
1243,2.43,0.653040752
1244,2.44,0.645434998
1245,2.45,0.637764702
1246,2.46,0.63003063
1247,2.47,0.622233555
1248,2.48,0.614374258
1249,2.49,0.606453523
1250,2.5,0.598472144
1251,2.51,0.590430918
1252,2.52,0.58233065
1253,2.53,0.574172148
1254,2.54,0.56595623
1255,2.55,0.557683717
1256,2.56,0.549355436
1257,2.57,0.54097222
1258,2.58,0.532534908
1259,2.59,0.524044342
1260,2.6,0.515501372
1261,2.61,0.506906852
1262,2.62,0.498261642
1263,2.63,0.489566607
1264,2.64,0.480822615
1265,2.65,0.472030541
1266,2.66,0.463191265
1267,2.67,0.45430567
1268,2.68,0.445374645
1269,2.69,0.436399082
1270,2.7,0.42737988
1271,2.71,0.418317941
1272,2.72,0.40921417
1273,2.73,0.400069478
1274,2.74,0.390884779
1275,2.75,0.381660992
1276,2.76,0.372399039
1277,2.77,0.363099847
1278,2.78,0.353764345
1279,2.79,0.344393467
1280,2.8,0.33498815
1281,2.81,0.325549335
1282,2.82,0.316077964
1283,2.83,0.306574986
1284,2.84,0.297041351
1285,2.85,0.287478012
1286,2.86,0.277885926
1287,2.87,0.268266051
1288,2.88,0.25861935
1289,2.89,0.248946787
1290,2.9,0.239249329
1291,2.91,0.229527947
1292,2.92,0.219783612
1293,2.93,0.210017299
1294,2.94,0.200229985
1295,2.95,0.190422647
1296,2.96,0.180596268
1297,2.97,0.170751829
1298,2.98,0.160890315
1299,2.99,0.151012712
1300,3,0.141120008
1301,3.01,0.131213192
1302,3.02,0.121293255
1303,3.03,0.111361189
1304,3.04,0.101417986
1305,3.05,0.091464642
1306,3.06,0.081502152
1307,3.07,0.071531511
1308,3.08,0.061553717
1309,3.09,0.051569768
1310,3.1,0.041580662
1311,3.11,0.031587398
1312,3.12,0.021590976
1313,3.13,0.011592394
1314,3.14,0.001592653
1315,3.15,-0.008407247
1316,3.16,-0.018406307
1317,3.17,-0.028403526
1318,3.18,-0.038397905
1319,3.19,-0.048388443
1320,3.2,-0.058374143
1321,3.21,-0.068354006
1322,3.22,-0.078327033
1323,3.23,-0.088292228
1324,3.24,-0.098248594
1325,3.25,-0.108195135
1326,3.26,-0.118130856
1327,3.27,-0.128054764
1328,3.28,-0.137965867
1329,3.29,-0.147863174
1330,3.3,-0.157745694
1331,3.31,-0.16761244
1332,3.32,-0.177462425
1333,3.33,-0.187294664
1334,3.34,-0.197108173
1335,3.35,-0.206901972
1336,3.36,-0.21667508
1337,3.37,-0.226426522
1338,3.38,-0.236155321
1339,3.39,-0.245860504
1340,3.4,-0.255541102
1341,3.41,-0.265196146
1342,3.42,-0.27482467
1343,3.43,-0.284425713
1344,3.44,-0.293998312
1345,3.45,-0.303541513
1346,3.46,-0.313054359
1347,3.47,-0.3225359
1348,3.48,-0.331985188
1349,3.49,-0.341401278
1350,3.5,-0.350783228
1351,3.51,-0.360130099
1352,3.52,-0.369440959
1353,3.53,-0.378714874
1354,3.54,-0.387950918
1355,3.55,-0.397148167
1356,3.56,-0.406305702
1357,3.57,-0.415422607
1358,3.58,-0.424497969
1359,3.59,-0.433530883
1360,3.6,-0.442520443
1361,3.61,-0.451465752
1362,3.62,-0.460365915
1363,3.63,-0.469220041
1364,3.64,-0.478027246
1365,3.65,-0.486786649
1366,3.66,-0.495497373
1367,3.67,-0.504158548
1368,3.68,-0.512769307
1369,3.69,-0.52132879
1370,3.7,-0.529836141
1371,3.71,-0.538290508
1372,3.72,-0.546691047
1373,3.73,-0.555036917
1374,3.74,-0.563327284
1375,3.75,-0.571561319
1376,3.76,-0.579738198
1377,3.77,-0.587857103
1378,3.78,-0.595917224
1379,3.79,-0.603917753
1380,3.8,-0.611857891
1381,3.81,-0.619736844
1382,3.82,-0.627553823
1383,3.83,-0.635308048
1384,3.84,-0.642998742
1385,3.85,-0.650625137
1386,3.86,-0.65818647
1387,3.87,-0.665681985
1388,3.88,-0.673110932
1389,3.89,-0.680472569
1390,3.9,-0.687766159
1391,3.91,-0.694990973
1392,3.92,-0.702146289
1393,3.93,-0.70923139
1394,3.94,-0.716245569
1395,3.95,-0.723188124
1396,3.96,-0.730058361
1397,3.97,-0.736855592
1398,3.98,-0.743579139
1399,3.99,-0.750228328
1400,4,-0.756802495
1401,4.01,-0.763300983
1402,4.02,-0.769723141
1403,4.03,-0.776068327
1404,4.04,-0.782335907
1405,4.05,-0.788525254
1406,4.06,-0.79463575
1407,4.07,-0.800666782
1408,4.08,-0.806617749
1409,4.09,-0.812488054
1410,4.1,-0.818277111
1411,4.11,-0.823984341
1412,4.12,-0.829609174
1413,4.13,-0.835151046
1414,4.14,-0.840609404
1415,4.15,-0.845983701
1416,4.16,-0.851273401
1417,4.17,-0.856477974
1418,4.18,-0.8615969
1419,4.19,-0.866629667
1420,4.2,-0.871575772
1421,4.21,-0.87643472
1422,4.22,-0.881206026
1423,4.23,-0.885889211
1424,4.24,-0.890483809
1425,4.25,-0.894989358
1426,4.26,-0.89940541
1427,4.27,-0.903731521
1428,4.28,-0.907967261
1429,4.29,-0.912112204
1430,4.3,-0.916165937
1431,4.31,-0.920128054
1432,4.32,-0.923998159
1433,4.33,-0.927775865
1434,4.34,-0.931460794
1435,4.35,-0.935052578
1436,4.36,-0.938550857
1437,4.37,-0.941955282
1438,4.38,-0.945265512
1439,4.39,-0.948481217
1440,4.4,-0.951602074
1441,4.41,-0.954627772
1442,4.42,-0.957558007
1443,4.43,-0.960392488
1444,4.44,-0.963130931
1445,4.45,-0.965773061
1446,4.46,-0.968318614
1447,4.47,-0.970767337
1448,4.48,-0.973118983
1449,4.49,-0.975373319
1450,4.5,-0.977530118
1451,4.51,-0.979589164
1452,4.52,-0.981550253
1453,4.53,-0.983413188
1454,4.54,-0.985177782
1455,4.55,-0.986843859
1456,4.56,-0.988411252
1457,4.57,-0.989879805
1458,4.58,-0.991249371
1459,4.59,-0.992519813
1460,4.6,-0.993691004
1461,4.61,-0.994762826
1462,4.62,-0.995735173
1463,4.63,-0.996607947
1464,4.64,-0.997381062
1465,4.65,-0.998054439
1466,4.66,-0.998628011
1467,4.67,-0.999101722
1468,4.68,-0.999475523
1469,4.69,-0.999749377
1470,4.7,-0.999923258
1471,4.71,-0.999997146
1472,4.72,-0.999971036
1473,4.73,-0.99984493
1474,4.74,-0.99961884
1475,4.75,-0.999292789
1476,4.76,-0.998866809
1477,4.77,-0.998340944
1478,4.78,-0.997715246
1479,4.79,-0.996989776
1480,4.8,-0.996164609
1481,4.81,-0.995239826
1482,4.82,-0.99421552
1483,4.83,-0.993091793
1484,4.84,-0.991868757
1485,4.85,-0.990546536
1486,4.86,-0.989125261
1487,4.87,-0.987605074
1488,4.88,-0.985986127
1489,4.89,-0.984268583
1490,4.9,-0.982452613
1491,4.91,-0.980538398
1492,4.92,-0.97852613
1493,4.93,-0.97641601
1494,4.94,-0.97420825
1495,4.95,-0.971903069
1496,4.96,-0.969500699
1497,4.97,-0.96700138
1498,4.98,-0.964405362
1499,4.99,-0.961712903
1500,5,-0.958924275
1501,5.01,-0.956039754
1502,5.02,-0.953059631
1503,5.03,-0.949984202
1504,5.04,-0.946813776
1505,5.05,-0.943548669
1506,5.06,-0.940189208
1507,5.07,-0.936735728
1508,5.08,-0.933188576
1509,5.09,-0.929548106
1510,5.1,-0.925814682
1511,5.11,-0.921988678
1512,5.12,-0.918070475
1513,5.13,-0.914060466
1514,5.14,-0.909959051
1515,5.15,-0.905766641
1516,5.16,-0.901483656
1517,5.17,-0.897110523
1518,5.18,-0.892647679
1519,5.19,-0.888095572
1520,5.2,-0.883454656
1521,5.21,-0.878725395
1522,5.22,-0.873908262
1523,5.23,-0.869003739
1524,5.24,-0.864012316
1525,5.25,-0.858934493
1526,5.26,-0.853770778
1527,5.27,-0.848521685
1528,5.28,-0.843187742
1529,5.29,-0.83776948
1530,5.3,-0.832267442
1531,5.31,-0.826682178
1532,5.32,-0.821014247
1533,5.33,-0.815264214
1534,5.34,-0.809432656
1535,5.35,-0.803520156
1536,5.36,-0.797527304
1537,5.37,-0.7914547
1538,5.38,-0.785302951
1539,5.39,-0.779072673
1540,5.4,-0.772764488
1541,5.41,-0.766379027
1542,5.42,-0.759916929
1543,5.43,-0.753378839
1544,5.44,-0.746765413
1545,5.45,-0.74007731
1546,5.46,-0.733315201
1547,5.47,-0.726479761
1548,5.48,-0.719571673
1549,5.49,-0.712591628
1550,5.5,-0.705540326
1551,5.51,-0.698418469
1552,5.52,-0.691226772
1553,5.53,-0.683965952
1554,5.54,-0.676636736
1555,5.55,-0.669239857
1556,5.56,-0.661776055
1557,5.57,-0.654246076
1558,5.58,-0.646650672
1559,5.59,-0.638990604
1560,5.6,-0.631266638
1561,5.61,-0.623479545
1562,5.62,-0.615630105
1563,5.63,-0.607719103
1564,5.64,-0.599747329
1565,5.65,-0.591715581
1566,5.66,-0.583624661
1567,5.67,-0.57547538
1568,5.68,-0.567268552
1569,5.69,-0.559004997
1570,5.7,-0.550685543
1571,5.71,-0.54231102
1572,5.72,-0.533882266
1573,5.73,-0.525400125
1574,5.74,-0.516865444
1575,5.75,-0.508279077
1576,5.76,-0.499641883
1577,5.77,-0.490954725
1578,5.78,-0.482218472
1579,5.79,-0.473433997
1580,5.8,-0.464602179
1581,5.81,-0.455723902
1582,5.82,-0.446800052
1583,5.83,-0.437831523
1584,5.84,-0.428819211
1585,5.85,-0.419764018
1586,5.86,-0.410666848
1587,5.87,-0.401528612
1588,5.88,-0.392350224
1589,5.89,-0.383132601
1590,5.9,-0.373876665
1591,5.91,-0.364583341
1592,5.92,-0.35525356
1593,5.93,-0.345888253
1594,5.94,-0.336488358
1595,5.95,-0.327054815
1596,5.96,-0.317588566
1597,5.97,-0.308090559
1598,5.98,-0.298561742
1599,5.99,-0.28900307
1600,6,-0.279415498
1601,6.01,-0.269799985
1602,6.02,-0.260157491
1603,6.03,-0.250488983
1604,6.04,-0.240795425
1605,6.05,-0.231077788
1606,6.06,-0.221337044
1607,6.07,-0.211574166
1608,6.08,-0.201790131
1609,6.09,-0.191985917
1610,6.1,-0.182162504
1611,6.11,-0.172320876
1612,6.12,-0.162462015
1613,6.13,-0.152586909
1614,6.14,-0.142696544
1615,6.15,-0.132791909
1616,6.16,-0.122873995
1617,6.17,-0.112943794
1618,6.18,-0.103002299
1619,6.19,-0.093050503
1620,6.2,-0.083089403
1621,6.21,-0.073119994
1622,6.22,-0.063143272
1623,6.23,-0.053160237
1624,6.24,-0.043171885
1625,6.25,-0.033179217
1626,6.26,-0.02318323
1627,6.27,-0.013184925
1628,6.28,-0.003185302
1629,6.29,0.00681464
1630,6.3,0.0168139
1631,6.31,0.02681148
1632,6.32,0.036806377
1633,6.33,0.046797595
1634,6.34,0.056784132
1635,6.35,0.066764992
1636,6.36,0.076739174
1637,6.37,0.086705683
1638,6.38,0.096663522
1639,6.39,0.106611694
1640,6.4,0.116549205
1641,6.41,0.126475061
1642,6.42,0.13638827
1643,6.43,0.14628784
1644,6.44,0.156172782
1645,6.45,0.166042106
1646,6.46,0.175894826
1647,6.47,0.185729957
1648,6.48,0.195546515
1649,6.49,0.205343519
1650,6.5,0.215119988
1651,6.51,0.224874946
1652,6.52,0.234607416
1653,6.53,0.244316426
1654,6.54,0.254001004
1655,6.55,0.263660182
1656,6.56,0.273292995
1657,6.57,0.282898479
1658,6.58,0.292475672
1659,6.59,0.302023619
1660,6.6,0.311541364
1661,6.61,0.321027954
1662,6.62,0.330482442
1663,6.63,0.339903882
1664,6.64,0.349291332
1665,6.65,0.358643853
1666,6.66,0.367960511
1667,6.67,0.377240372
1668,6.68,0.38648251
1669,6.69,0.395685999
1670,6.7,0.404849921
1671,6.71,0.413973357
1672,6.72,0.423055397
1673,6.73,0.432095132
1674,6.74,0.441091657
1675,6.75,0.450044074
1676,6.76,0.458951486
1677,6.77,0.467813004
1678,6.78,0.476627741
1679,6.79,0.485394816
1680,6.8,0.494113351
1681,6.81,0.502782476
1682,6.82,0.511401322
1683,6.83,0.519969029
1684,6.84,0.52848474
1685,6.85,0.536947602
1686,6.86,0.545356771
1687,6.87,0.553711404
1688,6.88,0.562010666
1689,6.89,0.570253728
1690,6.9,0.578439764
1691,6.91,0.586567958
1692,6.92,0.594637495
1693,6.93,0.602647568
1694,6.94,0.610597378
1695,6.95,0.618486128
1696,6.96,0.62631303
1697,6.97,0.634077302
1698,6.98,0.641778166
1699,6.99,0.649414853
1700,7,0.656986599
1701,7.01,0.664492647
1702,7.02,0.671932246
1703,7.03,0.679304652
1704,7.04,0.686609129
1705,7.05,0.693844945
1706,7.06,0.701011377
1707,7.07,0.708107709
1708,7.08,0.715133231
1709,7.09,0.722087239
1710,7.1,0.72896904
1711,7.11,0.735777945
1712,7.12,0.742513272
1713,7.13,0.749174348
1714,7.14,0.755760508
1715,7.15,0.762271092
1716,7.16,0.76870545
1717,7.17,0.775062938
1718,7.18,0.78134292
1719,7.19,0.787544769
1720,7.2,0.793667864
1721,7.21,0.799711593
1722,7.22,0.805675351
1723,7.23,0.811558542
1724,7.24,0.817360578
1725,7.25,0.823080879
1726,7.26,0.828718872
1727,7.27,0.834273995
1728,7.28,0.83974569
1729,7.29,0.845133412
1730,7.3,0.850436621
1731,7.31,0.855654787
1732,7.32,0.860787388
1733,7.33,0.865833911
1734,7.34,0.870793852
1735,7.35,0.875666714
1736,7.36,0.88045201
1737,7.37,0.885149261
1738,7.38,0.889757998
1739,7.39,0.894277761
1740,7.4,0.898708096
1741,7.41,0.903048561
1742,7.42,0.907298722
1743,7.43,0.911458154
1744,7.44,0.915526441
1745,7.45,0.919503176
1746,7.46,0.923387961
1747,7.47,0.927180409
1748,7.48,0.930880139
1749,7.49,0.934486782
1750,7.5,0.937999977
1751,7.51,0.941419373
1752,7.52,0.944744627
1753,7.53,0.947975408
1754,7.54,0.951111392
1755,7.55,0.954152266
1756,7.56,0.957097726
1757,7.57,0.959947476
1758,7.58,0.962701233
1759,7.59,0.96535872
1760,7.6,0.967919672
1761,7.61,0.970383833
1762,7.62,0.972750956
1763,7.63,0.975020806
1764,7.64,0.977193153
1765,7.65,0.979267783
1766,7.66,0.981244486
1767,7.67,0.983123066
1768,7.68,0.984903334
1769,7.69,0.986585113
1770,7.7,0.988168234
1771,7.71,0.989652539
1772,7.72,0.99103788
1773,7.73,0.992324117
1774,7.74,0.993511123
1775,7.75,0.994598779
1776,7.76,0.995586976
1777,7.77,0.996475615
1778,7.78,0.997264607
1779,7.79,0.997953873
1780,7.8,0.998543345
1781,7.81,0.999032964
1782,7.82,0.99942268
1783,7.83,0.999712454
1784,7.84,0.999902259
1785,7.85,0.999992073
1786,7.86,0.99998189
1787,7.87,0.999871709
1788,7.88,0.999661541
1789,7.89,0.999351409
1790,7.9,0.998941342
1791,7.91,0.998431382
1792,7.92,0.997821579
1793,7.93,0.997111995
1794,7.94,0.996302701
1795,7.95,0.995393777
1796,7.96,0.994385315
1797,7.97,0.993277415
1798,7.98,0.992070188
1799,7.99,0.990763755
1800,8,0.989358247
1801,8.01,0.987853803
1802,8.02,0.986250575
1803,8.03,0.984548723
1804,8.04,0.982748416
1805,8.05,0.980849836
1806,8.06,0.978853171
1807,8.07,0.976758622
1808,8.08,0.974566398
1809,8.09,0.972276718
1810,8.1,0.969889811
1811,8.11,0.967405916
1812,8.12,0.964825281
1813,8.13,0.962148164
1814,8.14,0.959374834
1815,8.15,0.956505567
1816,8.16,0.95354065
1817,8.17,0.950480379
1818,8.18,0.947325062
1819,8.19,0.944075013
1820,8.2,0.940730557
1821,8.21,0.937292028
1822,8.22,0.933759772
1823,8.23,0.93013414
1824,8.24,0.926415495
1825,8.25,0.92260421
1826,8.26,0.918700665
1827,8.27,0.914705251
1828,8.28,0.910618367
1829,8.29,0.906440422
1830,8.3,0.902171834
1831,8.31,0.897813029
1832,8.32,0.893364444
1833,8.33,0.888826523
1834,8.34,0.88419972
1835,8.35,0.879484498
1836,8.36,0.874681328
1837,8.37,0.86979069
1838,8.38,0.864813075
1839,8.39,0.859748978
1840,8.4,0.854598908
1841,8.41,0.849363379
1842,8.42,0.844042913
1843,8.43,0.838638044
1844,8.44,0.833149313
1845,8.45,0.827577266
1846,8.46,0.821922463
1847,8.47,0.816185469
1848,8.48,0.810366856
1849,8.49,0.804467207
1850,8.5,0.798487113
1851,8.51,0.79242717
1852,8.52,0.786287985
1853,8.53,0.780070172
1854,8.54,0.773774353
1855,8.55,0.767401157
1856,8.56,0.760951221
1857,8.57,0.754425191
1858,8.58,0.747823719
1859,8.59,0.741147466
1860,8.6,0.734397098
1861,8.61,0.727573291
1862,8.62,0.720676727
1863,8.63,0.713708097
1864,8.64,0.706668096
1865,8.65,0.699557429
1866,8.66,0.692376806
1867,8.67,0.685126947
1868,8.68,0.677808575
1869,8.69,0.670422424
1870,8.7,0.66296923
1871,8.71,0.65544974
1872,8.72,0.647864706
1873,8.73,0.640214886
1874,8.74,0.632501045
1875,8.75,0.624723954
1876,8.76,0.616884391
1877,8.77,0.608983141
1878,8.78,0.601020992
1879,8.79,0.592998742
1880,8.8,0.584917193
1881,8.81,0.576777152
1882,8.82,0.568579435
1883,8.83,0.560324859
1884,8.84,0.552014252
1885,8.85,0.543648444
1886,8.86,0.535228271
1887,8.87,0.526754576
1888,8.88,0.518228206
1889,8.89,0.509650013
1890,8.9,0.501020856
1891,8.91,0.492341598
1892,8.92,0.483613105
1893,8.93,0.474836252
1894,8.94,0.466011915
1895,8.95,0.457140978
1896,8.96,0.448224327
1897,8.97,0.439262854
1898,8.98,0.430257455
1899,8.99,0.42120903
1900,9,0.412118485
1901,9.01,0.402986729
1902,9.02,0.393814674
1903,9.03,0.384603238
1904,9.04,0.375353342
1905,9.05,0.366065911
1906,9.06,0.356741874
1907,9.07,0.347382162
1908,9.08,0.337987713
1909,9.09,0.328559466
1910,9.1,0.319098362
1911,9.11,0.309605349
1912,9.12,0.300081376
1913,9.13,0.290527395
1914,9.14,0.280944362
1915,9.15,0.271333234
1916,9.16,0.261694973
1917,9.17,0.252030543
1918,9.18,0.24234091
1919,9.19,0.232627043
1920,9.2,0.222889914
1921,9.21,0.213130496
1922,9.22,0.203349765
1923,9.23,0.193548699
1924,9.24,0.183728279
1925,9.25,0.173889485
1926,9.26,0.164033303
1927,9.27,0.154160718
1928,9.28,0.144272717
1929,9.29,0.134370289
1930,9.3,0.124454424
1931,9.31,0.114526113
1932,9.32,0.10458635
1933,9.33,0.094636128
1934,9.34,0.084676443
1935,9.35,0.07470829
1936,9.36,0.064732667
1937,9.37,0.05475057
1938,9.38,0.044762998
1939,9.39,0.03477095
1940,9.4,0.024775425
1941,9.41,0.014777423
1942,9.42,0.004777943
1943,9.43,-0.005222015
1944,9.44,-0.015221451
1945,9.45,-0.025219365
1946,9.46,-0.035214757
1947,9.47,-0.045206627
1948,9.48,-0.055193977
1949,9.49,-0.065175808
1950,9.5,-0.07515112
1951,9.51,-0.085118918
1952,9.52,-0.095078204
1953,9.53,-0.105027983
1954,9.54,-0.114967258
1955,9.55,-0.124895037
1956,9.56,-0.134810327
1957,9.57,-0.144712135
1958,9.58,-0.154599473
1959,9.59,-0.164471351
1960,9.6,-0.174326781
1961,9.61,-0.184164779
1962,9.62,-0.193984361
1963,9.63,-0.203784545
1964,9.64,-0.21356435
1965,9.65,-0.223322799
1966,9.66,-0.233058916
1967,9.67,-0.242771727
1968,9.68,-0.252460262
1969,9.69,-0.26212355
1970,9.7,-0.271760626
1971,9.71,-0.281370527
1972,9.72,-0.290952291
1973,9.73,-0.300504959
1974,9.74,-0.310027578
1975,9.75,-0.319519194
1976,9.76,-0.328978858
1977,9.77,-0.338405625
1978,9.78,-0.347798551
1979,9.79,-0.357156698
1980,9.8,-0.366479129
1981,9.81,-0.375764913
1982,9.82,-0.385013121
1983,9.83,-0.394222827
1984,9.84,-0.403393112
1985,9.85,-0.412523058
1986,9.86,-0.421611752
1987,9.87,-0.430658285
1988,9.88,-0.439661752
1989,9.89,-0.448621254
1990,9.9,-0.457535894
1991,9.91,-0.46640478
1992,9.92,-0.475227027
1993,9.93,-0.484001751
1994,9.94,-0.492728076
1995,9.95,-0.501405128
1996,9.96,-0.51003204
1997,9.97,-0.51860795
1998,9.98,-0.527131998
1999,9.99,-0.535603335
